time,play,quarter,home_team,away_team,name,assister,stage,game_num,win_difference,games_played,win_percentage,home_score,away_score,score_difference
1:52,offensive rebound,3rd,THUNDER,MAGIC,Ousmane Dieng,None,RS,None,6,38,71.05,78,71,7
1:50,misses 22-foot three point jumper,3rd,THUNDER,MAGIC,Cason Wallace,None,RS,None,6,38,71.05,78,71,7
1:46,defensive rebound,3rd,THUNDER,MAGIC,Moritz Wagner,None,RS,None,6,38,53.85,78,71,7
1:38,misses 26-foot three point pullup jump shot,3rd,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,78,71,7
1:35,defensive rebound,3rd,THUNDER,MAGIC,Isaiah Joe,None,RS,None,6,38,71.05,78,71,7
1:30,misses 22-foot three point shot,3rd,THUNDER,MAGIC,Cason Wallace,None,RS,None,6,38,71.05,78,71,7
1:26,defensive rebound,3rd,THUNDER,MAGIC,Moritz Wagner,None,RS,None,6,38,53.85,78,71,7
1:08,blocks Paolo Banchero 's 6-foot driving layup,3rd,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,78,71,7
1:04,defensive rebound,3rd,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,78,71,7
1:02,misses two point shot,3rd,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,78,71,7
1:00,offensive rebound,3rd,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,78,71,7
51.1,makes 25-foot three point jumper,3rd,THUNDER,MAGIC,Isaiah Joe,Shai Gilgeous-Alexander,RS,None,6,38,71.05,81,71,10
38.0,bad pass,3rd,THUNDER,MAGIC,Moritz Wagner,None,RS,None,6,38,53.85,81,71,10
16.1,makes 4-foot two point shot,3rd,THUNDER,MAGIC,Chet Holmgren,None,RS,None,6,38,71.05,83,71,12
9.0,personal foul,3rd,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,83,71,12
3.0,makes 18-foot pullup jump shot,3rd,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,83,73,10
0.0,makes 31-foot three point shot,3rd,THUNDER,MAGIC,Jalen Williams,Shai Gilgeous-Alexander,RS,None,6,38,71.05,86,73,13
11:49,misses 27-foot three point jumper,4th,THUNDER,MAGIC,Isaiah Joe,None,RS,None,6,38,71.05,86,73,13
11:44,offensive rebound,4th,THUNDER,MAGIC,Cason Wallace,None,RS,None,6,38,71.05,86,73,13
11:38,lost ball turnover,4th,THUNDER,MAGIC,Chet Holmgren,None,RS,None,6,38,71.05,86,73,13
11:33,makes two point shot,4th,THUNDER,MAGIC,Anthony Black,None,RS,None,6,38,53.85,86,75,11
11:18,makes 11-foot pullup jump shot,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,88,75,13
10:57,makes 15-foot two point shot,4th,THUNDER,MAGIC,Cole Anthony,Moritz Wagner,RS,None,6,38,53.85,88,77,11
10:33,makes 14-foot two point shot,4th,THUNDER,MAGIC,Jalen Williams,Chet Holmgren,RS,None,6,38,71.05,90,77,13
10:20,misses 24-foot three point jumper,4th,THUNDER,MAGIC,Moritz Wagner,None,RS,None,6,38,53.85,90,77,13
10:17,defensive rebound,4th,THUNDER,MAGIC,Vasilije Micic,None,RS,None,6,38,71.05,90,77,13
10:13,makes 1-foot dunk,4th,THUNDER,MAGIC,Isaiah Joe,Vasilije Micic,RS,None,6,38,71.05,92,77,15
10:00,misses 23-foot three point jumper,4th,THUNDER,MAGIC,Trevelin Queen,None,RS,None,6,38,53.85,92,77,15
9:58,offensive rebound,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,92,77,15
9:58,shooting foul,4th,THUNDER,MAGIC,Aaron Wiggins,None,RS,None,6,38,71.05,92,77,15
9:58,misses free throw 1 of 2,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,92,77,15
9:58,makes free throw 2 of 2,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,92,78,14
9:46,makes two point shot,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,94,78,16
9:46,defensive goaltending violation,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,94,78,16
9:34,makes 24-foot three point jumper,4th,THUNDER,MAGIC,Cole Anthony,Moritz Wagner,RS,None,6,38,53.85,94,81,13
9:24,palming turnover,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,94,81,13
9:08,misses 25-foot three point jumper,4th,THUNDER,MAGIC,Trevelin Queen,None,RS,None,6,38,53.85,94,81,13
9:08,defensive rebound,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,94,81,13
9:01,misses running pullup jump shot,4th,THUNDER,MAGIC,Cason Wallace,None,RS,None,6,38,71.05,94,81,13
8:57,defensive rebound,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,94,81,13
8:49,lost ball turnover,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,94,81,13
8:49,personal foul,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,94,81,13
8:39,misses 13-foot two point shot,4th,THUNDER,MAGIC,Chet Holmgren,None,RS,None,6,38,71.05,94,81,13
8:36,defensive rebound,4th,THUNDER,MAGIC,Trevelin Queen,None,RS,None,6,38,53.85,94,81,13
8:32,shooting foul,4th,THUNDER,MAGIC,Aaron Wiggins,None,RS,None,6,38,71.05,94,81,13
8:32,makes free throw 1 of 3,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,94,82,12
8:32,makes free throw 2 of 3,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,94,83,11
8:32,makes free throw 3 of 3,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,94,84,10
8:22,personal foul,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,94,84,10
8:11,out of bounds bad pass turnover,4th,THUNDER,MAGIC,Isaiah Joe,None,RS,None,6,38,71.05,94,84,10
7:58,misses 18-foot pullup jump shot,4th,THUNDER,MAGIC,Anthony Black,None,RS,None,6,38,53.85,94,84,10
7:53,defensive rebound,4th,THUNDER,MAGIC,Isaiah Joe,None,RS,None,6,38,71.05,94,84,10
7:41,blocks Jalen Williams 's 2-foot driving layup,4th,THUNDER,MAGIC,Trevelin Queen,None,RS,None,6,38,53.85,94,84,10
7:39,defensive rebound,4th,THUNDER,MAGIC,Trevelin Queen,None,RS,None,6,38,53.85,94,84,10
7:38,bad pass,4th,THUNDER,MAGIC,Trevelin Queen,None,RS,None,6,38,53.85,94,84,10
7:36,traveling,4th,THUNDER,MAGIC,Vasilije Micic,None,RS,None,6,38,71.05,94,84,10
7:23,makes driving layup,4th,THUNDER,MAGIC,Trevelin Queen,Paolo Banchero,RS,None,6,38,53.85,94,86,8
7:23,shooting foul,4th,THUNDER,MAGIC,Cason Wallace,None,RS,None,6,38,71.05,94,86,8
7:23,makes free throw 1 of 1,4th,THUNDER,MAGIC,Trevelin Queen,None,RS,None,6,38,53.85,94,87,7
7:08,makes 1-foot two point shot,4th,THUNDER,MAGIC,Vasilije Micic,Kenrich Williams,RS,None,6,38,71.05,96,87,9
6:51,shooting foul,4th,THUNDER,MAGIC,Luguentz Dort,None,RS,None,6,38,71.05,96,87,9
6:51,makes free throw 1 of 3,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,96,88,8
6:51,misses free throw 2 of 3,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,96,88,8
6:51,makes free throw 3 of 3,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,96,89,7
6:43,personal foul,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,96,89,7
6:41,makes 2-foot dunk,4th,THUNDER,MAGIC,Isaiah Joe,Josh Giddey,RS,None,6,38,71.05,98,89,9
6:23,misses 25-foot three point jumper,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,98,89,9
6:18,defensive rebound,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,98,89,9
6:03,misses driving layup,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,98,89,9
6:03,defensive rebound,4th,THUNDER,MAGIC,Jonathan Isaac,None,RS,None,6,38,53.85,98,89,9
5:58,makes 14-foot running pullup jump shot,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,98,91,7
5:33,makes layup,4th,THUNDER,MAGIC,Josh Giddey,Isaiah Joe,RS,None,6,38,71.05,100,91,9
5:17,makes 15-foot two point shot,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,100,93,7
5:04,makes driving layup,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,102,93,9
5:04,shooting foul,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,102,93,9
5:04,makes free throw 1 of 1,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,103,93,10
4:42,blocks Cole Anthony 's 1-foot two point shot,4th,THUNDER,MAGIC,Chet Holmgren,None,RS,None,6,38,71.05,103,93,10
4:39,defensive rebound,4th,THUNDER,MAGIC,Chet Holmgren,None,RS,None,6,38,71.05,103,93,10
4:23,misses 8-foot two point shot,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,103,93,10
4:20,offensive rebound,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,103,93,10
4:19,misses 25-foot three point jumper,4th,THUNDER,MAGIC,Josh Giddey,None,RS,None,6,38,71.05,103,93,10
4:19,offensive rebound,4th,THUNDER,MAGIC,Chet Holmgren,None,RS,None,6,38,71.05,103,93,10
4:08,makes two point shot,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,105,93,12
3:45,makes 19-foot pullup jump shot,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,105,95,10
3:45,shooting foul,4th,THUNDER,MAGIC,Luguentz Dort,None,RS,None,6,38,71.05,105,95,10
3:45,misses free throw 1 of 1,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,105,95,10
3:43,defensive rebound,4th,THUNDER,MAGIC,Chet Holmgren,None,RS,None,6,38,71.05,105,95,10
3:26,misses 16-foot pullup jump shot,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,105,95,10
3:21,defensive rebound,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,105,95,10
3:10,misses 20-foot two point shot,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,105,95,10
3:04,offensive rebound,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,105,95,10
3:04,makes tip shot,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,105,97,8
2:46,misses driving layup,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,105,97,8
2:44,defensive rebound,4th,THUNDER,MAGIC,Chuma Okeke,None,RS,None,6,38,53.85,105,97,8
2:39,misses running pullup jump shot,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,105,97,8
2:36,defensive rebound,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,105,97,8
2:20,blocks Josh Giddey 's 1-foot two point shot,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,105,97,8
2:18,defensive rebound,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,105,97,8
2:14,makes 11-foot running pullup jump shot,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,105,99,6
1:46,misses two point shot,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,105,99,6
1:44,offensive rebound,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,105,99,6
1:44,makes 7-foot two point shot,4th,THUNDER,MAGIC,Jalen Williams,None,RS,None,6,38,71.05,107,99,8
1:38,lost ball turnover,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,107,99,8
1:35,flagrant foul type 1,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,107,99,8
1:35,makes free throw flagrant 1 of 2,4th,THUNDER,MAGIC,Luguentz Dort,None,RS,None,6,38,71.05,108,99,9
1:35,makes free throw flagrant 2 of 2,4th,THUNDER,MAGIC,Luguentz Dort,None,RS,None,6,38,71.05,109,99,10
1:22,misses 26-foot three point jumper,4th,THUNDER,MAGIC,Josh Giddey,None,RS,None,6,38,71.05,109,99,10
1:17,defensive rebound,4th,THUNDER,MAGIC,Caleb Houstan,None,RS,None,6,38,53.85,109,99,10
1:10,misses driving floating jump shot,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,109,99,10
1:08,defensive rebound,4th,THUNDER,MAGIC,Josh Giddey,None,RS,None,6,38,71.05,109,99,10
59.1,personal foul,4th,THUNDER,MAGIC,Chuma Okeke,None,RS,None,6,38,53.85,109,99,10
59.1,makes free throw 1 of 2,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,110,99,11
59.1,makes free throw 2 of 2,4th,THUNDER,MAGIC,Shai Gilgeous-Alexander,None,RS,None,6,38,71.05,111,99,12
44.1,misses 25-foot three point jumper,4th,THUNDER,MAGIC,Chuma Okeke,None,RS,None,6,38,53.85,111,99,12
41.0,offensive rebound,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,111,99,12
41.0,misses tip shot,4th,THUNDER,MAGIC,Cole Anthony,None,RS,None,6,38,53.85,111,99,12
41.0,defensive rebound,4th,THUNDER,MAGIC,Josh Giddey,None,RS,None,6,38,71.05,111,99,12
41.0,personal foul,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,111,99,12
41.0,makes free throw 1 of 2,4th,THUNDER,MAGIC,Josh Giddey,None,RS,None,6,38,71.05,112,99,13
41.0,misses free throw 2 of 2,4th,THUNDER,MAGIC,Josh Giddey,None,RS,None,6,38,71.05,112,99,13
39.1,defensive rebound,4th,THUNDER,MAGIC,Chuma Okeke,None,RS,None,6,38,53.85,112,99,13
31.2,personal foul,4th,THUNDER,MAGIC,Luguentz Dort,None,RS,None,6,38,71.05,112,99,13
31.2,makes free throw 1 of 2,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,112,100,12
31.2,misses free throw 2 of 2,4th,THUNDER,MAGIC,Paolo Banchero,None,RS,None,6,38,53.85,112,100,12
30.1,defensive rebound,4th,THUNDER,MAGIC,Josh Giddey,None,RS,None,6,38,71.05,112,100,12
7.1,turnover,4th,THUNDER,MAGIC,shot clock,None,RS,None,6,38,,112,100,12
11:38,makes 17-foot two point shot,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,2,0,2
11:20,blocks Bogdan Bogdanovic 's 25-foot three point jumper,1st,CLIPPERS,HAWKS,Ivica Zubac,None,RS,None,12,67,62.69,2,0,2
11:18,defensive rebound,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,2,0,2
11:11,personal foul,1st,CLIPPERS,HAWKS,Vit Krejci,None,RS,None,12,67,44.78,2,0,2
10:59,misses 24-foot three point jumper,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,2,0,2
10:56,defensive rebound,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,2,0,2
10:49,misses two point shot,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,2,0,2
10:45,offensive rebound,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,2,0,2
10:45,misses tip shot,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,2,0,2
10:43,offensive rebound,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,2,0,2
10:43,makes tip shot,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,2,2,0
10:30,misses driving floating jump shot,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,2,2,0
10:28,offensive rebound,1st,CLIPPERS,HAWKS,Ivica Zubac,None,RS,None,12,67,62.69,2,2,0
10:24,makes 25-foot three point jumper,1st,CLIPPERS,HAWKS,Kawhi Leonard,Ivica Zubac,RS,None,12,67,62.69,5,2,3
10:09,makes 8-foot two point shot,1st,CLIPPERS,HAWKS,Clint Capela,Dejounte Murray,RS,None,12,67,44.78,5,4,1
9:56,lost ball turnover,1st,CLIPPERS,HAWKS,Paul George,None,RS,None,12,67,62.69,5,4,1
9:56,personal foul,1st,CLIPPERS,HAWKS,Paul George,None,RS,None,12,67,62.69,5,4,1
9:43,misses 14-foot two point shot,1st,CLIPPERS,HAWKS,Bogdan Bogdanovic,None,RS,None,12,67,44.78,5,4,1
9:39,offensive rebound,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,5,4,1
9:38,makes 1-foot dunk,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,5,6,1
9:13,misses 26-foot three point jumper,1st,CLIPPERS,HAWKS,Paul George,None,RS,None,12,67,62.69,5,6,1
9:11,defensive rebound,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,5,6,1
9:09,personal foul,1st,CLIPPERS,HAWKS,James Harden,None,RS,None,12,67,62.69,5,6,1
9:03,misses 26-foot three point pullup jump shot,1st,CLIPPERS,HAWKS,Bogdan Bogdanovic,None,RS,None,12,67,44.78,5,6,1
8:59,defensive rebound,1st,CLIPPERS,HAWKS,Terance Mann,None,RS,None,12,67,62.69,5,6,1
8:45,blocks James Harden 's 7-foot driving floating jump shot,1st,CLIPPERS,HAWKS,Vit Krejci,None,RS,None,12,67,44.78,5,6,1
8:43,defensive rebound,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,5,6,1
8:40,makes 1-foot dunk,1st,CLIPPERS,HAWKS,Jalen Johnson,Dejounte Murray,RS,None,12,67,44.78,5,8,3
8:15,misses driving layup,1st,CLIPPERS,HAWKS,Paul George,None,RS,None,12,67,62.69,5,8,3
8:13,defensive rebound,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,5,8,3
8:05,misses driving floating jump shot,1st,CLIPPERS,HAWKS,Vit Krejci,None,RS,None,12,67,44.78,5,8,3
8:03,offensive rebound,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,5,8,3
8:01,makes 23-foot three point jumper,1st,CLIPPERS,HAWKS,Jalen Johnson,Clint Capela,RS,None,12,67,44.78,5,11,6
7:46,makes layup,1st,CLIPPERS,HAWKS,Kawhi Leonard,James Harden,RS,None,12,67,62.69,7,11,4
7:31,misses driving floating jump shot,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,7,11,4
7:30,offensive rebound,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,7,11,4
7:28,misses two point shot,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,7,11,4
7:28,defensive rebound,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,7,11,4
7:13,misses 26-foot step back jumpshot,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,7,11,4
7:11,offensive rebound,1st,CLIPPERS,HAWKS,Ivica Zubac,None,RS,None,12,67,62.69,7,11,4
7:04,shooting foul,1st,CLIPPERS,HAWKS,Vit Krejci,None,RS,None,12,67,44.78,7,11,4
7:04,makes free throw 1 of 2,1st,CLIPPERS,HAWKS,Ivica Zubac,None,RS,None,12,67,62.69,8,11,3
7:04,makes free throw 2 of 2,1st,CLIPPERS,HAWKS,Ivica Zubac,None,RS,None,12,67,62.69,9,11,2
6:53,bad pass,1st,CLIPPERS,HAWKS,Clint Capela,None,RS,None,12,67,44.78,9,11,2
6:36,makes 23-foot three point jumper,1st,CLIPPERS,HAWKS,Kawhi Leonard,James Harden,RS,None,12,67,62.69,12,11,1
6:19,makes 10-foot two point shot,1st,CLIPPERS,HAWKS,Dejounte Murray,None,RS,None,12,67,44.78,12,13,1
6:03,misses 18-foot step back jumpshot,1st,CLIPPERS,HAWKS,Paul George,None,RS,None,12,67,62.69,12,13,1
6:01,defensive rebound,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,12,13,1
5:56,makes 27-foot running pullup jump shot,1st,CLIPPERS,HAWKS,Dejounte Murray,Jalen Johnson,RS,None,12,67,44.78,12,16,4
5:39,makes 26-foot three point jumper,1st,CLIPPERS,HAWKS,Paul George,James Harden,RS,None,12,67,62.69,15,16,1
5:18,bad pass,1st,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,15,16,1
5:13,offensive foul,1st,CLIPPERS,HAWKS,James Harden,None,RS,None,12,67,62.69,15,16,1
5:13,turnover,1st,CLIPPERS,HAWKS,James Harden,None,RS,None,12,67,62.69,15,16,1
4:57,makes 27-foot three pointer,1st,CLIPPERS,HAWKS,Garrison Mathews,Dejounte Murray,RS,None,12,67,44.78,15,19,4
4:42,shooting foul,1st,CLIPPERS,HAWKS,De'Andre Hunter,None,RS,None,12,67,44.78,15,19,4
4:42,misses free throw 1 of 2,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,15,19,4
4:42,makes free throw 2 of 2,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,16,19,3
4:27,misses layup,1st,CLIPPERS,HAWKS,Trent Forrest,None,RS,None,12,67,44.78,16,19,3
4:22,offensive rebound,1st,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,16,19,3
4:22,makes dunk,1st,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,16,21,5
4:13,makes layup,1st,CLIPPERS,HAWKS,Terance Mann,Paul George,RS,None,12,67,62.69,18,21,3
4:00,bad pass,1st,CLIPPERS,HAWKS,Dejounte Murray,None,RS,None,12,67,44.78,18,21,3
3:57,makes 1-foot dunk,1st,CLIPPERS,HAWKS,Paul George,None,RS,None,12,67,62.69,20,21,1
3:40,makes driving layup,1st,CLIPPERS,HAWKS,De'Andre Hunter,Dejounte Murray,RS,None,12,67,44.78,20,23,3
3:40,shooting foul,1st,CLIPPERS,HAWKS,Terance Mann,None,RS,None,12,67,62.69,20,23,3
3:40,makes free throw 1 of 1,1st,CLIPPERS,HAWKS,De'Andre Hunter,None,RS,None,12,67,44.78,20,24,4
3:21,lost ball turnover,1st,CLIPPERS,HAWKS,Bones Hyland,None,RS,None,12,67,62.69,20,24,4
3:13,misses 26-foot three point shot,1st,CLIPPERS,HAWKS,Garrison Mathews,None,RS,None,12,67,44.78,20,24,4
3:10,defensive rebound,1st,CLIPPERS,HAWKS,Amir Coffey,None,RS,None,12,67,62.69,20,24,4
3:03,makes 12-foot pullup jump shot,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,22,24,2
2:38,makes 28-foot three point jumper,1st,CLIPPERS,HAWKS,De'Andre Hunter,Trent Forrest,RS,None,12,67,44.78,22,27,5
2:15,blocks Bones Hyland 's 25-foot three point jumper,1st,CLIPPERS,HAWKS,Garrison Mathews,None,RS,None,12,67,44.78,22,27,5
2:08,misses 12-foot jumper,1st,CLIPPERS,HAWKS,Daniel Theis,None,RS,None,12,67,62.69,22,27,5
2:06,defensive rebound,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,22,27,5
1:52,misses driving floating jump shot,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,22,27,5
1:51,defensive rebound,1st,CLIPPERS,HAWKS,P.J. Tucker,None,RS,None,12,67,62.69,22,27,5
1:32,makes 22-foot three point jumper,1st,CLIPPERS,HAWKS,P.J. Tucker,Kawhi Leonard,RS,None,12,67,62.69,25,27,2
1:13,misses 21-foot jumper,1st,CLIPPERS,HAWKS,De'Andre Hunter,None,RS,None,12,67,44.78,25,27,2
1:11,defensive rebound,1st,CLIPPERS,HAWKS,Bones Hyland,None,RS,None,12,67,62.69,25,27,2
1:02,lost ball turnover,1st,CLIPPERS,HAWKS,Bones Hyland,None,RS,None,12,67,62.69,25,27,2
58.1,makes two point shot,1st,CLIPPERS,HAWKS,De'Andre Hunter,Jalen Johnson,RS,None,12,67,44.78,25,29,4
40.0,makes 26-foot three point jumper,1st,CLIPPERS,HAWKS,Kawhi Leonard,Bones Hyland,RS,None,12,67,62.69,28,29,1
40.0,shooting foul,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,28,29,1
40.0,makes free throw 1 of 1,1st,CLIPPERS,HAWKS,Kawhi Leonard,None,RS,None,12,67,62.69,29,29,0
29.0,makes layup,1st,CLIPPERS,HAWKS,Bruno Fernando,Bogdan Bogdanovic,RS,None,12,67,44.78,29,31,2
10.1,misses 25-foot step back jumpshot,1st,CLIPPERS,HAWKS,Bones Hyland,None,RS,None,12,67,62.69,29,31,2
8.1,defensive rebound,1st,CLIPPERS,HAWKS,Jalen Johnson,None,RS,None,12,67,44.78,29,31,2
11:48,offensive foul,2nd,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,29,31,2
11:48,turnover,2nd,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,29,31,2
11:26,misses 26-foot three point pullup jump shot,2nd,CLIPPERS,HAWKS,James Harden,None,RS,None,12,67,62.69,29,31,2
11:24,offensive rebound,2nd,CLIPPERS,HAWKS,P.J. Tucker,None,RS,None,12,67,62.69,29,31,2
11:06,misses 27-foot three point jumper,2nd,CLIPPERS,HAWKS,Bones Hyland,None,RS,None,12,67,62.69,29,31,2
11:04,offensive rebound,2nd,CLIPPERS,HAWKS,Amir Coffey,None,RS,None,12,67,62.69,29,31,2
11:02,bad pass,2nd,CLIPPERS,HAWKS,Daniel Theis,None,RS,None,12,67,62.69,29,31,2
10:55,makes 27-foot three point shot,2nd,CLIPPERS,HAWKS,Bogdan Bogdanovic,De'Andre Hunter,RS,None,12,67,44.78,29,34,5
10:46,misses 24-foot three point jumper,2nd,CLIPPERS,HAWKS,Amir Coffey,None,RS,None,12,67,62.69,29,34,5
10:43,defensive rebound,2nd,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,29,34,5
10:30,shooting foul,2nd,CLIPPERS,HAWKS,Daniel Theis,None,RS,None,12,67,62.69,29,34,5
10:30,makes free throw 1 of 2,2nd,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,29,35,6
10:30,makes free throw 2 of 2,2nd,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,29,36,7
10:17,personal foul,2nd,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,29,36,7
9:59,misses 18-foot jumper,2nd,CLIPPERS,HAWKS,Terance Mann,None,RS,None,12,67,62.69,29,36,7
9:56,defensive rebound,2nd,CLIPPERS,HAWKS,Bruno Fernando,None,RS,None,12,67,44.78,29,36,7
9:53,makes two point shot,2nd,CLIPPERS,HAWKS,Jalen Johnson,Bruno Fernando,RS,None,12,67,44.78,29,38,9
